[-0.32189542483660133,inf)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2434640522875817,-0.2434640522875817)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.2369281045751634,-0.2369281045751634)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.23039215686274508,-0.23039215686274508)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2238562091503268,-0.2238562091503268)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2173202614379085,-0.2173202614379085)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2107843137254902,-0.2107843137254902)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.2042483660130719,-0.2042483660130719)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
[-0.1977124183006536,-0.1977124183006536)
