[-0.2848005462893133,inf)
[-0.2119748358226395,-0.2119748358226395)
[-0.20937391759168691,-0.20937391759168691)
[-0.2093739175916869,-0.2093739175916869)
[-0.2093739175916869,-0.2093739175916869)
[-0.2093739175916869,-0.2093739175916869)
[-0.2093739175916869,-0.2093739175916869)
[-0.2067729993607343,-0.2067729993607343)
[-0.2067729993607343,-0.2067729993607343)
[-0.20677299936073426,-0.20677299936073426)
[-0.20677299936073426,-0.20677299936073426)
[-0.20677299936073426,-0.20677299936073426)
[-0.20677299936073426,-0.20677299936073426)
[-0.20677299936073426,-0.20677299936073426)
[-0.20417208112978166,-0.20417208112978166)
[-0.20417208112978164,-0.20417208112978164)
[-0.20417208112978164,-0.20417208112978164)
[-0.20417208112978164,-0.20417208112978164)
[-0.20417208112978164,-0.20417208112978164)
[-0.20417208112978164,-0.20417208112978164)
[-0.201571162898829,-0.201571162898829)
[-0.201571162898829,-0.201571162898829)
[-0.201571162898829,-0.201571162898829)
[-0.201571162898829,-0.201571162898829)
[-0.201571162898829,-0.201571162898829)
[-0.201571162898829,-0.201571162898829)
[-0.19897024466787638,-0.19897024466787638)
[-0.19897024466787638,-0.19897024466787638)
[-0.19897024466787638,-0.19897024466787638)
[-0.19897024466787638,-0.19897024466787638)
[-0.19897024466787638,-0.19897024466787638)
[-0.19636932643692376,-0.19636932643692376)
[-0.19636932643692376,-0.19636932643692376)
[-0.19636932643692376,-0.19636932643692376)
[-0.19636932643692373,-0.19636932643692373)
[-0.19636932643692373,-0.19636932643692373)
[-0.19376840820597113,-0.19376840820597113)
[-0.19376840820597113,-0.19376840820597113)
[-0.1937684082059711,-0.1937684082059711)
[-0.1937684082059711,-0.1937684082059711)
[-0.19116748997501848,-0.19116748997501848)
[-0.19116748997501848,-0.19116748997501848)
[-0.19116748997501848,-0.19116748997501848)
[-0.19116748997501845,-0.19116748997501845)
[-0.19116748997501845,-0.19116748997501845)
[-0.18856657174406585,-0.18856657174406585)
[-0.18856657174406585,-0.18856657174406585)
[-0.18856657174406583,-0.18856657174406583)
[-0.18856657174406583,-0.18856657174406583)
[-0.18596565351311323,-0.18596565351311323)
[-0.18596565351311323,-0.18596565351311323)
[-0.1859656535131132,-0.1859656535131132)
[-0.1859656535131132,-0.1859656535131132)
[-0.1833647352821606,-0.1833647352821606)
[-0.1833647352821606,-0.1833647352821606)
[-0.18336473528216057,-0.18336473528216057)
[-0.18336473528216057,-0.18336473528216057)
[-0.18336473528216057,-0.18336473528216057)
[-0.18336473528216057,-0.18336473528216057)
[-0.18076381705120795,-0.18076381705120795)
[-0.18076381705120795,-0.18076381705120795)
[-0.18076381705120795,-0.18076381705120795)
[-0.18076381705120795,-0.18076381705120795)
[-0.17816289882025532,-0.17816289882025532)
[-0.17816289882025532,-0.17816289882025532)
[-0.17816289882025532,-0.17816289882025532)
[-0.17816289882025532,-0.17816289882025532)
[-0.1755619805893027,-0.1755619805893027)
[-0.1755619805893027,-0.1755619805893027)
[-0.1755619805893027,-0.1755619805893027)
[-0.1755619805893027,-0.1755619805893027)
[-0.1755619805893027,-0.1755619805893027)
[-0.17296106235835007,-0.17296106235835007)
[-0.17296106235835007,-0.17296106235835007)
[-0.17296106235835007,-0.17296106235835007)
[-0.17296106235835007,-0.17296106235835007)
[-0.17296106235835007,-0.17296106235835007)
[-0.17296106235835004,-0.17296106235835004)
[-0.17296106235835004,-0.17296106235835004)
[-0.17036014412739742,-0.17036014412739742)
[-0.17036014412739742,-0.17036014412739742)
[-0.17036014412739742,-0.17036014412739742)
[-0.17036014412739742,-0.17036014412739742)
[-0.17036014412739742,-0.17036014412739742)
[-0.17036014412739742,-0.17036014412739742)
[-0.17036014412739742,-0.17036014412739742)
[-0.17036014412739742,-0.17036014412739742)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.1677592258964448,-0.1677592258964448)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549217,-0.16515830766549217)
[-0.16515830766549214,-0.16515830766549214)
[-0.16255738943453954,-0.16255738943453954)
[-0.16255738943453954,-0.16255738943453954)
[-0.16255738943453954,-0.16255738943453954)
[-0.16255738943453954,-0.16255738943453954)
[-0.16255738943453954,-0.16255738943453954)
[-0.16255738943453954,-0.16255738943453954)
[-0.1625573894345395,-0.1625573894345395)
[-0.1625573894345395,-0.1625573894345395)
[-0.1625573894345395,-0.1625573894345395)
[-0.16255738943453948,-0.16255738943453948)
[-0.15995647120358691,-0.15995647120358691)
[-0.15995647120358691,-0.15995647120358691)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1599564712035869,-0.1599564712035869)
[-0.1573555529726343,-0.1573555529726343)
[-0.15735555297263426,-0.15735555297263426)
[-0.15735555297263426,-0.15735555297263426)
[-0.15735555297263426,-0.15735555297263426)
[-0.15735555297263426,-0.15735555297263426)
[-0.15735555297263426,-0.15735555297263426)
[-0.15735555297263426,-0.15735555297263426)
[-0.15735555297263426,-0.15735555297263426)
[-0.15735555297263426,-0.15735555297263426)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.15475463474168163,-0.15475463474168163)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.152153716510729,-0.152153716510729)
[-0.15215371651072898,-0.15215371651072898)
[-0.14955279827977638,-0.14955279827977638)
[-0.14955279827977638,-0.14955279827977638)
[-0.14955279827977636,-0.14955279827977636)
[-0.14955279827977636,-0.14955279827977636)
[-0.14955279827977636,-0.14955279827977636)
[-0.14955279827977636,-0.14955279827977636)
[-0.14955279827977636,-0.14955279827977636)
[-0.14955279827977636,-0.14955279827977636)
[-0.14955279827977636,-0.14955279827977636)
[-0.14955279827977636,-0.14955279827977636)
[-0.14695188004882376,-0.14695188004882376)
[-0.14695188004882373,-0.14695188004882373)
[-0.14695188004882373,-0.14695188004882373)
[-0.14695188004882373,-0.14695188004882373)
[-0.14695188004882373,-0.14695188004882373)
[-0.14695188004882373,-0.14695188004882373)
[-0.14695188004882373,-0.14695188004882373)
[-0.1469518800488237,-0.1469518800488237)
[-0.1469518800488237,-0.1469518800488237)
[-0.1469518800488237,-0.1469518800488237)
[-0.1469518800488237,-0.1469518800488237)
[-0.1469518800488237,-0.1469518800488237)
[-0.1469518800488237,-0.1469518800488237)
[-0.14435096181787113,-0.14435096181787113)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.1443509618178711,-0.1443509618178711)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691848,-0.14175004358691848)
[-0.14175004358691845,-0.14175004358691845)
[-0.13914912535596585,-0.13914912535596585)
[-0.13914912535596585,-0.13914912535596585)
[-0.13914912535596585,-0.13914912535596585)
[-0.13914912535596585,-0.13914912535596585)
[-0.13914912535596585,-0.13914912535596585)
[-0.13914912535596582,-0.13914912535596582)
[-0.13914912535596582,-0.13914912535596582)
[-0.13914912535596582,-0.13914912535596582)
[-0.13914912535596582,-0.13914912535596582)
[-0.13654820712501323,-0.13654820712501323)
[-0.1365482071250132,-0.1365482071250132)
[-0.1365482071250132,-0.1365482071250132)
[-0.1365482071250132,-0.1365482071250132)
[-0.1365482071250132,-0.1365482071250132)
[-0.1365482071250132,-0.1365482071250132)
[-0.1365482071250132,-0.1365482071250132)
[-0.1365482071250132,-0.1365482071250132)
[-0.13654820712501317,-0.13654820712501317)
[-0.13654820712501317,-0.13654820712501317)
[-0.13654820712501317,-0.13654820712501317)
[-0.1339472888940606,-0.1339472888940606)
[-0.13394728889406057,-0.13394728889406057)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13394728889406055,-0.13394728889406055)
[-0.13134637066310795,-0.13134637066310795)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.13134637066310792,-0.13134637066310792)
[-0.12874545243215532,-0.12874545243215532)
[-0.12874545243215532,-0.12874545243215532)
[-0.12874545243215532,-0.12874545243215532)
[-0.12874545243215532,-0.12874545243215532)
[-0.12874545243215532,-0.12874545243215532)
[-0.12874545243215532,-0.12874545243215532)
[-0.12874545243215532,-0.12874545243215532)
[-0.12874545243215532,-0.12874545243215532)
[-0.1287454524321553,-0.1287454524321553)
[-0.1287454524321553,-0.1287454524321553)
[-0.1287454524321553,-0.1287454524321553)
[-0.1261445342012027,-0.1261445342012027)
[-0.1261445342012027,-0.1261445342012027)
[-0.12614453420120267,-0.12614453420120267)
[-0.12614453420120267,-0.12614453420120267)
[-0.12614453420120267,-0.12614453420120267)
[-0.12614453420120267,-0.12614453420120267)
[-0.12614453420120267,-0.12614453420120267)
[-0.12614453420120267,-0.12614453420120267)
[-0.12614453420120267,-0.12614453420120267)
[-0.12614453420120264,-0.12614453420120264)
[-0.12354361597025006,-0.12354361597025006)
[-0.12354361597025004,-0.12354361597025004)
[-0.12354361597025004,-0.12354361597025004)
[-0.12354361597025004,-0.12354361597025004)
[-0.12354361597025004,-0.12354361597025004)
[-0.12354361597025004,-0.12354361597025004)
[-0.12354361597025004,-0.12354361597025004)
[-0.12354361597025004,-0.12354361597025004)
[-0.12354361597025003,-0.12354361597025003)
[-0.12354361597025003,-0.12354361597025003)
[-0.12354361597025003,-0.12354361597025003)
[-0.12354361597025003,-0.12354361597025003)
[-0.12354361597025003,-0.12354361597025003)
[-0.12094269773929742,-0.12094269773929742)
[-0.12094269773929742,-0.12094269773929742)
[-0.12094269773929742,-0.12094269773929742)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.1209426977392974,-0.1209426977392974)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834478,-0.11834177950834478)
[-0.11834177950834475,-0.11834177950834475)
[-0.11834177950834475,-0.11834177950834475)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739215,-0.11574086127739215)
[-0.11574086127739214,-0.11574086127739214)
[-0.11574086127739214,-0.11574086127739214)
[-0.11574086127739214,-0.11574086127739214)
[-0.11574086127739214,-0.11574086127739214)
[-0.11574086127739214,-0.11574086127739214)
[-0.11313994304643953,-0.11313994304643953)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643951,-0.11313994304643951)
[-0.11313994304643948,-0.11313994304643948)
[-0.11313994304643948,-0.11313994304643948)
[-0.11053902481548689,-0.11053902481548689)
[-0.11053902481548689,-0.11053902481548689)
[-0.11053902481548689,-0.11053902481548689)
[-0.11053902481548689,-0.11053902481548689)
[-0.11053902481548689,-0.11053902481548689)
[-0.11053902481548686,-0.11053902481548686)
[-0.11053902481548686,-0.11053902481548686)
[-0.11053902481548686,-0.11053902481548686)
[-0.11053902481548686,-0.11053902481548686)
[-0.11053902481548686,-0.11053902481548686)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453425,-0.10793810658453425)
[-0.10793810658453422,-0.10793810658453422)
[-0.10533718835358163,-0.10533718835358163)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358162,-0.10533718835358162)
[-0.10533718835358159,-0.10533718835358159)
[-0.10533718835358159,-0.10533718835358159)
[-0.10533718835358159,-0.10533718835358159)
[-0.102736270122629,-0.102736270122629)
[-0.102736270122629,-0.102736270122629)
[-0.102736270122629,-0.102736270122629)
[-0.102736270122629,-0.102736270122629)
[-0.102736270122629,-0.102736270122629)
[-0.10273627012262897,-0.10273627012262897)
[-0.10273627012262897,-0.10273627012262897)
[-0.10273627012262897,-0.10273627012262897)
[-0.10273627012262897,-0.10273627012262897)
[-0.10273627012262897,-0.10273627012262897)
[-0.10013535189167637,-0.10013535189167637)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167636,-0.10013535189167636)
[-0.10013535189167633,-0.10013535189167633)
[-0.09753443366072373,-0.09753443366072373)
[-0.09753443366072373,-0.09753443366072373)
[-0.09753443366072373,-0.09753443366072373)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0975344336607237,-0.0975344336607237)
[-0.0949335154297711,-0.0949335154297711)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09493351542977108,-0.09493351542977108)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881846,-0.09233259719881846)
[-0.09233259719881844,-0.09233259719881844)
[-0.09233259719881844,-0.09233259719881844)
[-0.08973167896786584,-0.08973167896786584)
[-0.08973167896786584,-0.08973167896786584)
[-0.08973167896786584,-0.08973167896786584)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08973167896786581,-0.08973167896786581)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691318,-0.08713076073691318)
[-0.08713076073691317,-0.08713076073691317)
[-0.08713076073691317,-0.08713076073691317)
[-0.08713076073691317,-0.08713076073691317)
[-0.08713076073691317,-0.08713076073691317)
[-0.08713076073691317,-0.08713076073691317)
[-0.08713076073691317,-0.08713076073691317)
[-0.08452984250596057,-0.08452984250596057)
[-0.08452984250596057,-0.08452984250596057)
[-0.08452984250596057,-0.08452984250596057)
[-0.08452984250596056,-0.08452984250596056)
[-0.08452984250596056,-0.08452984250596056)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08452984250596055,-0.08452984250596055)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.08192892427500792,-0.08192892427500792)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.0793280060440553,-0.0793280060440553)
[-0.07932800604405528,-0.07932800604405528)
[-0.07932800604405528,-0.07932800604405528)
[-0.07932800604405528,-0.07932800604405528)
[-0.07932800604405528,-0.07932800604405528)
